GzjXePOr_AWRCUdwh6ASnw,121.4633104153876,24.99003347067482,taipei,taipei/sat_images/GzjXePOr_AWRCUdwh6ASnw.jpg,taipei/pano_images/GzjXePOr_AWRCUdwh6ASnw.jpg
WAmPUPuh1xftZAgErKI4jA,121.464148903333,24.99017896507354,taipei,taipei/sat_images/WAmPUPuh1xftZAgErKI4jA.jpg,taipei/pano_images/WAmPUPuh1xftZAgErKI4jA.jpg
A2dPtpKq5nXhzLsPOngLKw,121.4651932782223,24.99072483580296,taipei,taipei/sat_images/A2dPtpKq5nXhzLsPOngLKw.jpg,taipei/pano_images/A2dPtpKq5nXhzLsPOngLKw.jpg
4O9oeV03o4yWYAqjk6AaEw,121.4656736648312,24.99056407282182,taipei,taipei/sat_images/4O9oeV03o4yWYAqjk6AaEw.jpg,taipei/pano_images/4O9oeV03o4yWYAqjk6AaEw.jpg
RkUGqkHo6cKgnoVLkSfWMw,121.467654028993,24.99078827014612,taipei,taipei/sat_images/RkUGqkHo6cKgnoVLkSfWMw.jpg,taipei/pano_images/RkUGqkHo6cKgnoVLkSfWMw.jpg
XGJnfJYJcB46DXvFogNl3w,121.4668449420273,24.99056805254866,taipei,taipei/sat_images/XGJnfJYJcB46DXvFogNl3w.jpg,taipei/pano_images/XGJnfJYJcB46DXvFogNl3w.jpg
Sg_6qY1bvbzA-c4Cs8hLHg,121.4694895771376,24.99059523191625,taipei,taipei/sat_images/Sg_6qY1bvbzA-c4Cs8hLHg.jpg,taipei/pano_images/Sg_6qY1bvbzA-c4Cs8hLHg.jpg
PF6cpZOMXO-lEvNHMOPBMg,121.4714173157646,24.99057250306292,taipei,taipei/sat_images/PF6cpZOMXO-lEvNHMOPBMg.jpg,taipei/pano_images/PF6cpZOMXO-lEvNHMOPBMg.jpg
lm1IbZepHQY9exC_eRhRNw,121.4686275931437,24.99068062364417,taipei,taipei/sat_images/lm1IbZepHQY9exC_eRhRNw.jpg,taipei/pano_images/lm1IbZepHQY9exC_eRhRNw.jpg
6SRKVgy5UCPMG_RxLwy8Kw,121.4733072806873,24.99062653938747,taipei,taipei/sat_images/6SRKVgy5UCPMG_RxLwy8Kw.jpg,taipei/pano_images/6SRKVgy5UCPMG_RxLwy8Kw.jpg
91ENaNGLFP7hEP3TAVBntw,121.472697227142,24.99076443612857,taipei,taipei/sat_images/91ENaNGLFP7hEP3TAVBntw.jpg,taipei/pano_images/91ENaNGLFP7hEP3TAVBntw.jpg
